,osmid,oneway,highway,length,geometry,ref,name,bridge,tunnel,lanes,maxspeed,service,junction,width,access
15074,879074270,False,residential,14.73,"LINESTRING (128.549255 35.919538, 128.5492803 35.9194639, 128.549301 35.9194109)",,,,,,,,,,
15075,"[879074277, 879074278]",False,residential,172.026,"LINESTRING (128.549255 35.919538, 128.550043 35.9198513, 128.5502043 35.920204, 128.5499335 35.9206084)",,,,,,,,,,
15076,879074278,False,residential,75.458,,,,,,,,,,,
15077,879074279,False,residential,23.217,,,,,,,,,,,
15078,879074272,False,residential,9.64,,,,,,,,,,,
15079,879074272,False,residential,8.198,,,,,,,,,,,
15080,879074279,False,residential,23.217,,,,,,,,,,,
15081,879074271,False,residential,8.265,,,,,,,,,,,
15082,879074280,False,residential,24.969,,,,,,,,,,,
15083,879074271,False,residential,57.878,"LINESTRING (128.5495608 35.9201263, 128.5496118 35.9200438, 128.5491446 35.9198432)",,,,,,,,,,
15084,879074280,False,residential,24.969,,,,,,,,,,,
15085,879074274,False,residential,13.022,,,,,,,,,,,
15086,879074281,False,residential,24.756,,,,,,,,,,,
15087,879074274,False,residential,77.54299999999999,"LINESTRING (128.5488307 35.92048, 128.5487667 35.9205696, 128.5491816 35.9207639, 128.5493171 35.9205899)",,,,,,,,,,
15088,879074281,False,residential,24.756,,,,,,,,,,,
15089,157247705,False,residential,9.923,,,칠곡중앙대로52길,,,,,,,,
15090,"[157247705, 468574218]",False,residential,98.62299999999999,"LINESTRING (128.5483055 35.9202737, 128.5484279 35.9208004, 128.5485388 35.9211397)",,"['제일반포교', '칠곡중앙대로52길']",yes,,,,,,,
15091,"[879074273, 879108766]",False,residential,20.156,"LINESTRING (128.5483055 35.9202737, 128.5483618 35.9202692, 128.5485288 35.9202616)",,,,,,,,,,
15092,157247705,False,residential,9.923,,,칠곡중앙대로52길,,,,,,,,
15093,157247705,False,residential,107.646,"LINESTRING (128.5482851 35.920186, 128.5482172 35.919894, 128.5480385 35.9193003, 128.5480179 35.9192428)",,칠곡중앙대로52길,,,,,,,,
15094,879108767,False,residential,13.837,"LINESTRING (128.5482851 35.920186, 128.5482285 35.9201939, 128.5481347 35.9202113)",,,,,,,,,,
15095,879108768,False,residential,36.152,,,,,,,,,,,
15096,879108768,False,residential,18.678,,,,,,,,,,,
15097,879108767,False,residential,13.837,"LINESTRING (128.5481347 35.9202113, 128.5482285 35.9201939, 128.5482851 35.920186)",,,,,,,,,,
15098,879108768,False,residential,6.739,,,,,,,,,,,
15099,879108768,False,residential,36.152,,,,,,,,,,,
15100,879108769,False,residential,23.337,"LINESTRING (128.5481042 35.920499, 128.5480833 35.9204854, 128.5480678 35.9204619, 128.5480617 35.9204396, 128.5480663 35.9204162, 128.5480897 35.9203874, 128.5481239 35.9203716, 128.5481553 35.9203688, 128.5481828 35.9203747)",,,,,,,,,,
15101,879108768,False,residential,18.678,,,,,,,,,,,
15102,879108768,False,residential,6.739,,,,,,,,,,,
15103,879108769,False,residential,23.337,"LINESTRING (128.5481828 35.9203747, 128.5481553 35.9203688, 128.5481239 35.9203716, 128.5480897 35.9203874, 128.5480663 35.9204162, 128.5480617 35.9204396, 128.5480678 35.9204619, 128.5480833 35.9204854, 128.5481042 35.920499)",,,,,,,,,,
15104,879108773,False,residential,31.912,,,,,,,,,,,
15105,157247720,False,residential,32.682,"LINESTRING (128.5500064 35.9184159, 128.5500235 35.9184468, 128.5501546 35.9186842)",,칠곡중앙대로46길,,,,,,,,
15106,157247720,False,residential,35.57,"LINESTRING (128.5500064 35.9184159, 128.5499935 35.9183925, 128.5498451 35.9181239)",,칠곡중앙대로46길,,,,,,,,
15107,879108773,False,residential,87.346,,,,,,,,,,,
15108,"[879108776, 879108773]",False,residential,53.64,"LINESTRING (128.5484808 35.9189968, 128.5482346 35.9190892, 128.5479949 35.9189123)",,,,,,,,,,
15109,879108774,False,residential,46.092999999999996,"LINESTRING (128.5484808 35.9189968, 128.548837 35.9190899, 128.5489615 35.9190425)",,,,,,,,,,
15110,879108773,False,residential,26.412,,,,,,,,,,,
15111,879108773,False,residential,31.912,,,,,,,,,,,
15112,879108774,False,residential,47.543,"LINESTRING (128.5496857 35.918538, 128.5497855 35.9187173, 128.549529 35.9188181)",,,,,,,,,,
15113,879108774,False,residential,56.87,,,,,,,,,,,
15114,879108775,False,residential,22.181,,,,,,,,,,,
15115,879108774,False,residential,47.543,"LINESTRING (128.549529 35.9188181, 128.5497855 35.9187173, 128.5496857 35.918538)",,,,,,,,,,
15116,879108773,False,residential,6.14,,,,,,,,,,,
15117,879108773,False,residential,26.412,,,,,,,,,,,
15118,879108775,False,residential,22.181,,,,,,,,,,,
15119,879108777,False,residential,12.442,,,,,,,,,,,
15120,879108776,False,residential,143.668,"LINESTRING (128.5479949 35.9189123, 128.5492419 35.9184895, 128.5493586 35.9186626)",,,,,,,,,,
15121,"[879108776, 879108773]",False,residential,53.64,"LINESTRING (128.5479949 35.9189123, 128.5482346 35.9190892, 128.5484808 35.9189968)",,,,,,,,,,
15122,879108773,False,residential,87.346,,,,,,,,,,,
15123,879108773,False,residential,6.14,,,,,,,,,,,
15124,879108776,False,residential,143.668,"LINESTRING (128.5493586 35.9186626, 128.5492419 35.9184895, 128.5479949 35.9189123)",,,,,,,,,,
15125,879108777,False,residential,12.442,,,,,,,,,,,
15126,157247705,False,residential,4.272,"LINESTRING (128.5478782 35.9188524, 128.5478724 35.9188362, 128.547865 35.9188155)",,칠곡중앙대로52길,,,,,,,,
15127,157247705,False,residential,45.196,"LINESTRING (128.5478782 35.9188524, 128.5479122 35.9189474, 128.5480179 35.9192428)",,칠곡중앙대로52길,,,,,,,,
15128,157247734,False,residential,24.655,,,태전로6길,,,,,,,,
15129,157247734,False,residential,33.883,,,태전로6길,,,,,,,,
15130,879174707,False,living_street,49.182,,,,,,,,,,,
15131,157247718,False,residential,25.394,,,칠곡중앙대로63길,,,,,,,,
15132,157247718,False,residential,33.927,,,칠곡중앙대로63길,,,,,,,,
15133,879174707,False,living_street,49.182,,,,,,,,,,,
15134,157247734,False,residential,42.609,,,태전로6길,,,,,,,,
15135,157247734,False,residential,24.655,,,태전로6길,,,,,,,,
15136,879174708,False,living_street,49.295,,,,,,,,,,,
15137,157247718,False,residential,26.776,,,칠곡중앙대로63길,,,,,,,,
15138,157247718,False,residential,25.394,,,칠곡중앙대로63길,,,,,,,,
15139,879174708,False,living_street,49.295,,,,,,,,,,,
15140,157247734,False,residential,42.609,,,태전로6길,,,,,,,,
15141,879174709,False,living_street,50.053,,,,,,,,,,,
15142,157247734,False,residential,47.358999999999995,"LINESTRING (128.545042 35.92326, 128.5449757 35.9229163, 128.5448944 35.9228744)",,태전로6길,,,,,,,,
15143,157247718,False,residential,16.895,,,칠곡중앙대로63길,,,,,,,,
15144,879174709,False,living_street,50.053,,,,,,,,,,,
15145,157247718,False,residential,76.90499999999999,"LINESTRING (128.5455876 35.9231739, 128.5455703 35.9230729, 128.5455052 35.9224856)",,칠곡중앙대로63길,,,,,,,,
15146,37401279,False,residential,201.267,"LINESTRING (128.5972733 35.9128568, 128.5973609 35.9129617, 128.597631 35.9132696, 128.5979152 35.9140303, 128.5980143 35.9145349)",,고촌길,,,,,,,,
15147,"[532888808, 532888804, 37401279]",False,residential,1759.5020000000002,"LINESTRING (128.5972733 35.9128568, 128.5971648 35.9127268, 128.5969484 35.9126431, 128.5951777 35.912248, 128.5934786 35.9119101, 128.5900359 35.9111524, 128.5869835 35.9104935, 128.5866975 35.9104379, 128.5864432 35.9104845, 128.5862464 35.9105703, 128.5860254 35.9105997, 128.5855985 35.9105482, 128.5845388 35.9103251, 128.5824194 35.9098787, 128.5823255 35.9098812, 128.5822619 35.9099523, 128.5822256 35.9101142, 128.5821136 35.910276, 128.5819579 35.9103651, 128.5813432 35.9105693, 128.5812627 35.910578, 128.5810798 35.9105055, 128.5799699 35.9094848, 128.5798317 35.9094123, 128.5793869 35.9093403)",,고촌길,,yes,,,,,,
15148,879502651,False,residential,236.803,"LINESTRING (128.5972733 35.9128568, 128.5974486 35.9127537, 128.5998062 35.9131693)",,,,,,,,,,
15149,"[883712966, 883712970, 883712974, 883712975, 883712976]",False,footway,1829.6910000000003,"LINESTRING (128.5991919 35.9268133, 128.5996045 35.927806, 128.6000813 35.9283612, 128.6012599 35.9296595, 128.60258 35.930929, 128.6036099 35.9319435, 128.6042576 35.9323877, 128.6048663 35.9329981, 128.606059 35.9341386, 128.6073367 35.9353393, 128.6081932 35.9361044, 128.6090037 35.9368609, 128.6096938 35.9379613, 128.610161 35.9385029, 128.6116757 35.9396319)",,,yes,,,,,,,
15150,"[883712971, 883712972, 883712979]",False,footway,645.6930000000001,"LINESTRING (128.599147 35.9284931, 128.5991435 35.928066, 128.5991965 35.9279227, 128.5992815 35.9278912, 128.5993558 35.9279399, 128.5997766 35.9284491, 128.6001089 35.9287747, 128.6014993 35.9303482, 128.6029385 35.9317111, 128.6031888 35.9319509)",,,yes,,,,,,,
15151,"[55691915, 883712973, 55692534]",False,primary,123.406,"LINESTRING (128.599117 35.9263359, 128.5990473 35.9267141, 128.599042 35.926861, 128.5990302 35.9270412, 128.5990313 35.9274412)",,호국로,,,,,,,,
15152,55691915,False,primary,268.2,"LINESTRING (128.599117 35.9263359, 128.5991698 35.9260304, 128.5992793 35.9254766, 128.5994155 35.9244745, 128.5994805 35.9239426)",,호국로,,,,,,,,
15153,"[744069027, 750976511]",False,secondary_link,175.483,"LINESTRING (128.599117 35.9263359, 128.5991397 35.9268455, 128.5992565 35.927372, 128.5993207 35.9275615, 128.5994552 35.9278802)",,,,,,,,,,
15154,883712977,False,footway,76.87,,,,,,,,,,,
15155,883712976,False,footway,507.464,"LINESTRING (128.6116757 35.9396319, 128.6122986 35.9400703, 128.6131764 35.9406692, 128.6138417 35.9411019, 128.614723 35.9414858, 128.615038 35.9415517, 128.6155476 35.9405832, 128.6157293 35.9406059)",,,,,,,,,,
15156,"[883712966, 883712970, 883712974, 883712975, 883712976]",False,footway,1829.6910000000003,"LINESTRING (128.6116757 35.9396319, 128.610161 35.9385029, 128.6096938 35.9379613, 128.6090037 35.9368609, 128.6081932 35.9361044, 128.6073367 35.9353393, 128.606059 35.9341386, 128.6048663 35.9329981, 128.6042576 35.9323877, 128.6036099 35.9319435, 128.60258 35.930929, 128.6012599 35.9296595, 128.6000813 35.9283612, 128.5996045 35.927806, 128.5991919 35.9268133)",,,yes,,,,,,,
15157,744069019,False,pedestrian,319.291,,,,,,,,,,,
15158,883712977,False,footway,76.87,,,,,,,,,,,
15159,744069019,False,pedestrian,229.74900000000002,"LINESTRING (128.6121332 35.9390482, 128.6120784 35.9390331, 128.6097544 35.9383002)",,,,,,,,,,
15160,750976512,False,residential,28.476,,,,,,,,,,,
15161,"[750976512, 744069023]",False,residential,82.225,"LINESTRING (128.6031888 35.9319509, 128.6030427 35.9319233, 128.6026136 35.9317012, 128.6024225 35.9315658)",,,,,,,,,,
15162,883712979,False,footway,151.723,"LINESTRING (128.6031888 35.9319509, 128.6038573 35.9324748, 128.604376 35.9329188)",,,,,,,,,,
15163,"[883712979, 883712972, 883712971]",False,footway,645.693,"LINESTRING (128.6031888 35.9319509, 128.6029385 35.9317111, 128.6014993 35.9303482, 128.6001089 35.9287747, 128.5997766 35.9284491, 128.5993558 35.9279399, 128.5992815 35.9278912, 128.5991965 35.9279227, 128.5991435 35.928066, 128.599147 35.9284931)",,,yes,,,,,,,
15164,750976560,False,residential,10.616,,,,,,,,,,,
15165,750976560,False,residential,111.961,"LINESTRING (128.604376 35.9329188, 128.6042613 35.9329801, 128.6040824 35.9332962, 128.6039686 35.9333817, 128.6034482 35.9334081)",,,,,,,,,,
15166,883712979,False,footway,402.83000000000004,"LINESTRING (128.604376 35.9329188, 128.605081 35.9336763, 128.6067438 35.9352827, 128.6072153 35.935717)",,,,,,,,,,
15167,883712979,False,footway,151.723,"LINESTRING (128.604376 35.9329188, 128.6038573 35.9324748, 128.6031888 35.9319509)",,,,,,,,,,
15168,537300002,False,residential,153.897,,,이곡길,,,1,,,,,
15169,537300002,False,residential,17.607,,,이곡길,,,1,,,,,
15170,883712979,False,footway,214.36,"LINESTRING (128.6072153 35.935717, 128.60837 35.936708, 128.6087686 35.9371722)",,,,,,,,,,
15171,883712979,False,footway,402.83,"LINESTRING (128.6072153 35.935717, 128.6067438 35.9352827, 128.605081 35.9336763, 128.604376 35.9329188)",,,,,,,,,,
15172,750976556,False,residential,145.763,,,,,,,,,,,
15173,750976556,False,residential,15.439,,,,,,,,,,,
15174,883712979,False,footway,214.95999999999998,"LINESTRING (128.6087686 35.9371722, 128.609431 35.9381497, 128.6100754 35.93878)",,,,,,,,,,
15175,883712979,False,footway,214.36,"LINESTRING (128.6087686 35.9371722, 128.60837 35.936708, 128.6072153 35.935717)",,,,,,,,,,
15176,750976557,False,residential,107.755,,,,,,,,,,,
15177,750976557,False,residential,13.135,,,,,,,,,,,
15178,883712979,False,footway,109.936,,,,,,,,,,,
15179,883712979,False,footway,214.95999999999998,"LINESTRING (128.6100754 35.93878, 128.609431 35.9381497, 128.6087686 35.9371722)",,,,,,,,,,
15180,864644393,False,residential,10.062,,,,,,,,,,,
15181,864644393,False,residential,11.65,,,,,,,,,,,
15182,883712979,False,footway,14.777,,,,,,,,,,,
15183,883712979,False,footway,220.93099999999998,"LINESTRING (128.6111176 35.9395188, 128.611915 35.9400984, 128.6129367 35.9408524)",,,,,,,,,,
15184,750976558,False,residential,20.924,,,,,,,,,,,
15185,750976558,False,residential,19.451,"LINESTRING (128.6129367 35.9408524, 128.6129451 35.9409065, 128.6129954 35.9410198)",,,,,,,,,,
15186,"[883712979, 883712980]",False,footway,236.111,"LINESTRING (128.6129367 35.9408524, 128.6135412 35.9412405, 128.6139681 35.9415005, 128.6138421 35.9418132, 128.6138136 35.9421753, 128.613961 35.9425303)",,,,,,,,,,
15187,883712979,False,footway,220.93099999999998,"LINESTRING (128.6129367 35.9408524, 128.611915 35.9400984, 128.6111176 35.9395188)",,,,,,,,,,
15188,864644395,False,residential,5.314,,,,,,,,,,,
15189,864644395,False,residential,6.803,,,,,,,,,,,
15190,"[883712980, 884069503]",False,footway,113.976,"LINESTRING (128.613961 35.9425303, 128.6141374 35.9427379, 128.6144682 35.9429126, 128.6145229 35.9433637)",,,,,,,,,,
15191,"[883712979, 883712980]",False,footway,236.111,"LINESTRING (128.613961 35.9425303, 128.6138136 35.9421753, 128.6138421 35.9418132, 128.6139681 35.9415005, 128.6135412 35.9412405, 128.6129367 35.9408524)",,,,,,,,,,
15192,883712982,False,footway,146.105,"LINESTRING (128.6151674 35.9419975, 128.6162895 35.9423168, 128.6167075 35.94241)",,,,,,,,,,
15193,744069018,False,residential,10.933,,,,,,,,,,,
15194,744069018,False,residential,38.236000000000004,"LINESTRING (128.6181335 35.9428177, 128.6178875 35.9428347, 128.6177103 35.9428469)",,,,,,,,,,
15195,883712982,False,footway,96.24600000000001,"LINESTRING (128.6181335 35.9428177, 128.6182003 35.9433668, 128.6178132 35.9433828)",,,,,,,,,,
15196,883712982,False,footway,162.87,"LINESTRING (128.6181335 35.9428177, 128.6180986 35.9425538, 128.6180417 35.9424452, 128.6167326 35.9424156, 128.6167075 35.94241)",,,,,,,,,,
15197,743770994,False,residential,7.473,,,,,,,,,,,
15198,743770994,False,residential,60.305,,,,,,,,,,,
15199,883712982,False,footway,118.95,"LINESTRING (128.6178132 35.9433828, 128.6171019 35.9433555, 128.6165022 35.9432686)",,,,,,,,,,
15200,883712982,False,footway,96.24600000000001,"LINESTRING (128.6178132 35.9433828, 128.6182003 35.9433668, 128.6181335 35.9428177)",,,,,,,,,,
15201,744069016,False,living_street,63.727,,,,,,,,,,,
15202,744069016,False,living_street,10.628,,,,,,,,,,,
15203,883712982,False,footway,125.149,,,,,,,,,,,
15204,883712982,False,footway,118.95,"LINESTRING (128.6165022 35.9432686, 128.6171019 35.9433555, 128.6178132 35.9433828)",,,,,,,,,,
15205,743770994,False,residential,5.381,,,,,,,,,,,
15206,883712982,False,footway,125.149,,,,,,,,,,,
15207,743770994,False,residential,66.898,"LINESTRING (128.6151528 35.942998, 128.6152793 35.9426059, 128.6153701 35.9424238)",,,,,,,,,,
15208,883712982,False,footway,106.649,"LINESTRING (128.6151528 35.942998, 128.6147527 35.9428698, 128.6149357 35.9422773)",,,,,,,,,,
15209,883712982,False,footway,106.649,"LINESTRING (128.6149357 35.9422773, 128.6147527 35.9428698, 128.6151528 35.942998)",,,,,,,,,,
15210,883712983,False,footway,33.574,,,,,,,,,,,
15211,883712982,False,footway,162.87,"LINESTRING (128.6167075 35.94241, 128.6167326 35.9424156, 128.6180417 35.9424452, 128.6180986 35.9425538, 128.6181335 35.9428177)",,,,,,,,,,
15212,883712982,False,footway,146.105,"LINESTRING (128.6167075 35.94241, 128.6162895 35.9423168, 128.6151674 35.9419975)",,,,,,,,,,
15213,883712996,False,residential,41.353,,,,,,,,,,,
15214,883712996,False,residential,41.353,,,,,,,,,,,
15215,883712996,False,residential,15.412,,,,,,,,,,,
15216,883712997,False,footway,941.1490000000001,"LINESTRING (128.6164477 35.9434919, 128.6147934 35.9430738, 128.614708 35.9430837, 128.6147162 35.94364, 128.6148991 35.9442225, 128.615326 35.94468, 128.6161106 35.9450322, 128.6167286 35.9450256, 128.6183507 35.9448051, 128.6181881 35.9435248, 128.6172124 35.943561, 128.6165497 35.9435149, 128.6164477 35.9434919)",,,,,,,,,,
15217,883712997,False,footway,941.1489999999999,"LINESTRING (128.6164477 35.9434919, 128.6165497 35.9435149, 128.6172124 35.943561, 128.6181881 35.9435248, 128.6183507 35.9448051, 128.6167286 35.9450256, 128.6161106 35.9450322, 128.615326 35.94468, 128.6148991 35.9442225, 128.6147162 35.94364, 128.614708 35.9430837, 128.6147934 35.9430738, 128.6164477 35.9434919)",,,,,,,,,,
15218,750976520,False,footway,14.244,,,,,,,,,,,
15219,884069489,False,footway,46.584,,,,,,,,,,,
15220,750976520,False,footway,53.172,"LINESTRING (128.6258989 35.9447451, 128.6258734 35.9448246, 128.626291 35.9450309)",,,,,,,,,,
15221,"[884067850, 750976522]",False,footway,214.18,"LINESTRING (128.6187634 35.9400213, 128.6190041 35.9401044, 128.6202956 35.9412486, 128.6204326 35.9413698)",,,,,,,,,,
15222,884069484,False,footway,38.689,,,,,,,,,,,
15223,750976521,False,footway,51.077,"LINESTRING (128.6238318 35.9445783, 128.6237782 35.944538, 128.6234899 35.944213)",,,,,,,,,,
15224,750976521,False,footway,58.601,"LINESTRING (128.6238318 35.9445783, 128.6240755 35.9447615, 128.6243906 35.9447985)",,,,,,,,,,
15225,743771003,False,tertiary,20.144,,,,,,,,,,,
15226,884069484,False,footway,38.689,,,,,,,,,,,
15227,743771003,False,tertiary,104.39699999999999,"LINESTRING (128.623901 35.9442349, 128.6242764 35.9446102, 128.6248128 35.9447491)",,,,,,,,,,
15228,750976521,False,footway,37.958,,,,,,,,,,,
15229,884069485,False,footway,27.693,,,,,,,,,,,
15230,750976521,False,footway,51.077,"LINESTRING (128.6234899 35.944213, 128.6237782 35.944538, 128.6238318 35.9445783)",,,,,,,,,,
15231,750976520,False,footway,50.293,,,,,,,,,,,
15232,884069486,False,footway,30.403,,,,,,,,,,,
15233,750976520,False,footway,187.895,"LINESTRING (128.6232772 35.9442078, 128.6233464 35.9442859, 128.6244789 35.9451856, 128.6248497 35.9452593)",,,,,,,,,,
15234,750976521,False,footway,11.342,,,,,,,,,,,
15235,750976521,False,footway,37.958,,,,,,,,,,,
15236,884069486,False,footway,30.403,,,,,,,,,,,
15237,750976520,False,footway,45.576,,,,,,,,,,,
15238,884069487,False,footway,33.795,,,,,,,,,,,
15239,750976520,False,footway,207.66899999999998,"LINESTRING (128.6226567 35.9435071, 128.6225395 35.9433747, 128.6219732 35.9427272, 128.6215202 35.9422859, 128.6212816 35.9420091)",,,,,,,,,,
15240,884069487,False,footway,12.237,,,,,,,,,,,
15241,884069487,False,footway,33.795,,,,,,,,,,,
15242,750976521,False,footway,141.86,"LINESTRING (128.6229534 35.9433209, 128.6228721 35.9431741, 128.6223625 35.9428246, 128.6220369 35.9423145)",,,,,,,,,,
15243,750976521,False,footway,62.058,"LINESTRING (128.6229534 35.9433209, 128.6231665 35.9437059, 128.6232108 35.9438373)",,,,,,,,,,
15244,743771003,False,tertiary,5.057,,,,,,,,,,,
15245,884069487,False,footway,12.237,,,,,,,,,,,
15246,743771003,False,tertiary,122.09599999999999,"LINESTRING (128.6230699 35.9432642, 128.6229996 35.9431857, 128.6224182 35.9423022)",,,,,,,,,,
15247,750976521,False,footway,11.342,,,,,,,,,,,
15248,884069488,False,footway,23.327,,,,,,,,,,,
15249,750976521,False,footway,62.058,"LINESTRING (128.6232108 35.9438373, 128.6231665 35.9437059, 128.6229534 35.9433209)",,,,,,,,,,
15250,750976520,False,footway,50.293,,,,,,,,,,,
15251,750976520,False,footway,45.576,,,,,,,,,,,
15252,884069488,False,footway,23.327,,,,,,,,,,,
15253,743771003,False,tertiary,15.757,,,,,,,,,,,
15254,743771003,False,tertiary,5.542,,,,,,,,,,,
15255,884069489,False,footway,46.584,,,,,,,,,,,
15256,884069489,False,footway,120.071,"LINESTRING (128.6254795 35.9444997, 128.6250705 35.9440978, 128.6247231 35.9436146)",,,,,,,,,,
15257,822205868,False,footway,15.723,,,,,,,,,,,
15258,822205868,False,footway,23.41,,,,,,,,,,,
15259,884069489,False,footway,120.071,"LINESTRING (128.6247231 35.9436146, 128.6250705 35.9440978, 128.6254795 35.9444997)",,,,,,,,,,
15260,884069491,False,footway,103.22299999999998,"LINESTRING (128.6247231 35.9436146, 128.6242911 35.9429876, 128.6241293 35.942823)",,,,,,,,,,
15261,822205867,False,footway,25.519,,,,,,,,,,,
15262,884069490,False,footway,199.27300000000002,"LINESTRING (128.6241293 35.942823, 128.6238332 35.9424966, 128.6234215 35.9422146, 128.6231073 35.9421002, 128.6223223 35.9418831)",,,,,,,,,,
15263,884069491,False,footway,103.22299999999998,"LINESTRING (128.6241293 35.942823, 128.6242911 35.9429876, 128.6247231 35.9436146)",,,,,,,,,,
15264,743771003,False,tertiary,22.512,,,,,,,,,,,
15265,884072828,False,footway,14.76,,,,,,,,,,,
15266,743771003,False,tertiary,49.272000000000006,"LINESTRING (128.6223223 35.9418831, 128.6223022 35.942126, 128.6224182 35.9423022)",,,,,,,,,,
15267,884069490,False,footway,199.27300000000002,"LINESTRING (128.6223223 35.9418831, 128.6231073 35.9421002, 128.6234215 35.9422146, 128.6238332 35.9424966, 128.6241293 35.942823)",,,,,,,,,,
15268,884072828,False,footway,14.76,,,,,,,,,,,
15269,750976521,False,footway,56.691,"LINESTRING (128.6221622 35.9418545, 128.6221431 35.9418733, 128.6220086 35.9419879, 128.6220369 35.9423145)",,,,,,,,,,
15270,884069492,False,footway,64.714,"LINESTRING (128.6221622 35.9418545, 128.6216546 35.9417463, 128.6214652 35.9417125)",,,,,,,,,,
15271,750976522,False,footway,13.402,,,,,,,,,,,
15272,750976522,False,footway,93.5,"LINESTRING (128.6211457 35.9419599, 128.6209539 35.9418905, 128.6206 35.941518, 128.6204326 35.9413698)",,,,,,,,,,
15273,884069492,False,footway,60.38700000000001,"LINESTRING (128.6211457 35.9419599, 128.6210376 35.9417978, 128.6211187 35.9417877, 128.6214451 35.9417089, 128.6214652 35.9417125)",,,,,,,,,,
15274,750976522,False,footway,93.5,"LINESTRING (128.6204326 35.9413698, 128.6206 35.941518, 128.6209539 35.9418905, 128.6211457 35.9419599)",,,,,,,,,,
15275,"[750976522, 884067850]",False,footway,214.18,"LINESTRING (128.6204326 35.9413698, 128.6202956 35.9412486, 128.6190041 35.9401044, 128.6187634 35.9400213)",,,,,,,,,,
15276,884069493,False,footway,93.854,"LINESTRING (128.6204326 35.9413698, 128.6203223 35.9411843, 128.6205951 35.9413697, 128.6209555 35.9414269, 128.6209921 35.9414702)",,,,,,,,,,
15277,884069493,False,footway,93.854,"LINESTRING (128.6209921 35.9414702, 128.6209555 35.9414269, 128.6205951 35.9413697, 128.6203223 35.9411843, 128.6204326 35.9413698)",,,,,,,,,,
15278,884069495,False,footway,134.595,"LINESTRING (128.6209921 35.9414702, 128.6207485 35.941486, 128.6204562 35.9415412, 128.6195887 35.9418558)",,,yes,,,,,,,
15279,884072825,False,footway,125.797,"LINESTRING (128.6209921 35.9414702, 128.6217212 35.9414213, 128.6222195 35.9415003, 128.6223696 35.9415402)",,,,,,,,,,
15280,884069492,False,footway,60.387,"LINESTRING (128.6214652 35.9417125, 128.6214451 35.9417089, 128.6211187 35.9417877, 128.6210376 35.9417978, 128.6211457 35.9419599)",,,,,,,,,,
15281,884069492,False,footway,64.714,"LINESTRING (128.6214652 35.9417125, 128.6216546 35.9417463, 128.6221622 35.9418545)",,,,,,,,,,
15282,"[884069498, 884069494]",False,footway,198.00799999999998,"LINESTRING (128.6214652 35.9417125, 128.620863 35.941701, 128.6201883 35.9418883, 128.6195282 35.9421407, 128.6193969 35.9422056)",,,yes,,,,,,,
15283,750976516,False,footway,75.06,"LINESTRING (128.6195887 35.9418558, 128.6198284 35.9421369, 128.6200266 35.9424292)",,,,,,,,,,
15284,750976516,False,footway,68.605,"LINESTRING (128.6195887 35.9418558, 128.6194179 35.9416555, 128.6190686 35.9414114)",,,,,,,,,,
15285,884069495,False,footway,134.595,"LINESTRING (128.6195887 35.9418558, 128.6204562 35.9415412, 128.6207485 35.941486, 128.6209921 35.9414702)",,,yes,,,,,,,
15286,"[883712978, 884069501, 884069495]",False,footway,526.411,"LINESTRING (128.6195887 35.9418558, 128.6194005 35.9419158, 128.6191788 35.9419471, 128.6183153 35.9421706, 128.6177065 35.9421649, 128.6168961 35.9420961, 128.6160643 35.9419586, 128.6154875 35.9417494, 128.6152999 35.9416405, 128.6157671 35.9407637, 128.6157293 35.9406059)",,,yes,,,,,,,
15287,884069496,False,footway,16.738,,,,,,,,,,,
15288,750976514,False,footway,139.868,"LINESTRING (128.6182668 35.9410999, 128.6183561 35.9411283, 128.6188162 35.9413919, 128.6190144 35.9416269, 128.6191965 35.9420407)",,,,,,,,,,
15289,750976514,False,footway,146.031,"LINESTRING (128.6182668 35.9410999, 128.6181579 35.9410652, 128.6176129 35.9409048, 128.6167662 35.9406029)",,,,,,,,,,
15290,884069496,False,footway,16.738,,,,,,,,,,,
15291,"[744069019, 750976516]",False,"['pedestrian', 'footway']",66.899,"LINESTRING (128.6184514 35.941082, 128.6185331 35.9411225, 128.6188566 35.9412632, 128.6190686 35.9414114)",,,,,,,,,,
15292,744069019,False,pedestrian,161.673,"LINESTRING (128.6184514 35.941082, 128.6180562 35.9408863, 128.6169379 35.9404999, 128.6168315 35.9404611)",,,,,,,,,,
15293,750976514,False,footway,68.505,,,,,,,,,,,
15294,884069497,False,footway,16.828,,,,,,,,,,,
15295,750976514,False,footway,146.031,"LINESTRING (128.6167662 35.9406029, 128.6176129 35.9409048, 128.6181579 35.9410652, 128.6182668 35.9410999)",,,,,,,,,,
15296,744069019,False,pedestrian,132.341,,,,,,,,,,,
15297,884069497,False,footway,16.828,,,,,,,,,,,
15298,744069019,False,pedestrian,161.673,"LINESTRING (128.6168315 35.9404611, 128.6169379 35.9404999, 128.6180562 35.9408863, 128.6184514 35.941082)",,,,,,,,,,
15299,750976513,False,footway,25.723,,,,,,,,,,,
15300,884069498,False,footway,14.15,,,,,,,,,,,
15301,750976513,False,footway,48.498000000000005,"LINESTRING (128.6193969 35.9422056, 128.6194179 35.9422229, 128.6198072 35.9422859, 128.6198942 35.9423427)",,,,,,,,,,
