,osmid,oneway,highway,length,geometry,name,bridge,lanes,ref,maxspeed,tunnel,service,junction,width,access
11928,621188514,FALSE,residential,206.428,"LINESTRING (128.6038824 35.9292647, 128.6034853 35.9292268, 128.6030994 35.9291555, 128.6028218 35.9290267, 128.6024933 35.9288265, 128.6022631 35.9287004, 128.6020363 35.928673, 128.6017837 35.9287181)",동변로24길,,,,,,,,,
11929,750976584,FALSE,residential,300.085,"LINESTRING (128.6038824 35.9292647, 128.6040234 35.9296786, 128.6041467 35.9302026, 128.6048676 35.9316146, 128.6049457 35.9318128)",,,,,,,,,,
11930,750976587,FALSE,residential,150.53,"LINESTRING (128.6155171 35.9541523, 128.6152836 35.9542204, 128.6148166 35.9539482, 128.6139962 35.9537723)",,,,,,,,,,
11931,743770992,FALSE,tertiary,344.401,"LINESTRING (128.6141373 35.9580428, 128.6133095 35.9597647, 128.6132394 35.961013)",도덕길,,,,,,,,,
11932,743770992,FALSE,tertiary,127.809,"LINESTRING (128.6141373 35.9580428, 128.6141571 35.9580017, 128.6139425 35.9576022, 128.6139854 35.9573157, 128.6140498 35.9570693, 128.6140857 35.9569434)",도덕길,,,,,,,,,
11933,"[750976588, 750976590]",FALSE,residential,345.207,"LINESTRING (128.6141373 35.9580428, 128.614874 35.9579277, 128.6150447 35.9580363, 128.6150976 35.958293, 128.6150529 35.9584312, 128.6150436 35.9586026, 128.6144696 35.9599226, 128.6143366 35.9602529)",,,,,,,,,,
11934,750976589,FALSE,residential,70.825,"LINESTRING (128.6134104 35.9571906, 128.6134307 35.9571116, 128.6135771 35.9570721, 128.6140857 35.9569434)",,,,,,,,,,
11935,743770992,FALSE,tertiary,127.809,"LINESTRING (128.6140857 35.9569434, 128.6140498 35.9570693, 128.6139854 35.9573157, 128.6139425 35.9576022, 128.6141571 35.9580017, 128.6141373 35.9580428)",도덕길,,,,,,,,,
11936,743770992,FALSE,tertiary,390.522,"LINESTRING (128.6140857 35.9569434, 128.6140399 35.9567885, 128.6138459 35.956671, 128.6135134 35.9566209, 128.6135563 35.9556395, 128.6139962 35.9537723)",도덕길,,,,,,,,,
11937,750976589,FALSE,residential,70.825,"LINESTRING (128.6140857 35.9569434, 128.6135771 35.9570721, 128.6134307 35.9571116, 128.6134104 35.9571906)",,,,,,,,,,
11938,750976590,FALSE,residential,262.399,"LINESTRING (128.6137186 35.9625496, 128.613724 35.9623716, 128.6138312 35.9617116, 128.6140726 35.9609083, 128.6143366 35.9602529)",,,,,,,,,,
11939,750976591,FALSE,residential,128.868,"LINESTRING (128.6135308 35.9621935, 128.613622 35.9614901, 128.6135255 35.9611601, 128.6134169 35.9610898)",,,,,,,,,,
11940,743770992,FALSE,tertiary,1119.651,"LINESTRING (128.6132394 35.961013, 128.6131915 35.9618662, 128.6125907 35.9633772, 128.6115607 35.9646016, 128.6108741 35.9658087, 128.6105951 35.966156, 128.6104234 35.9668594, 128.6099943 35.967884, 128.610166 35.9683355, 128.6099192 35.9690215, 128.6094793 35.969256, 128.6091145 35.9702024)",도덕길,,,,,,,,,
11941,743770992,FALSE,tertiary,344.401,"LINESTRING (128.6132394 35.961013, 128.6133095 35.9597647, 128.6141373 35.9580428)",도덕길,,,,,,,,,
11942,750976591,FALSE,residential,18.417,"LINESTRING (128.6132394 35.961013, 128.6133377 35.9610386, 128.6134169 35.9610898)",,,,,,,,,,
11943,750976591,FALSE,residential,18.417,"LINESTRING (128.6134169 35.9610898, 128.6133377 35.9610386, 128.6132394 35.961013)",,,,,,,,,,
11944,750976591,FALSE,residential,128.868,"LINESTRING (128.6134169 35.9610898, 128.6135255 35.9611601, 128.613622 35.9614901, 128.6135308 35.9621935)",,,,,,,,,,
11945,750976592,FALSE,residential,139.716,"LINESTRING (128.6134169 35.9610898, 128.6138151 35.9609604, 128.6140941 35.9602874, 128.6143366 35.9602529)",,,,,,,,,,
11946,750976590,FALSE,residential,262.399,"LINESTRING (128.6143366 35.9602529, 128.6140726 35.9609083, 128.6138312 35.9617116, 128.613724 35.9623716, 128.6137186 35.9625496)",,,,,,,,,,
11947,"[750976588, 750976590]",FALSE,residential,345.207,"LINESTRING (128.6143366 35.9602529, 128.6144696 35.9599226, 128.6150436 35.9586026, 128.6150529 35.9584312, 128.6150976 35.958293, 128.6150447 35.9580363, 128.614874 35.9579277, 128.6141373 35.9580428)",,,,,,,,,,
11948,750976592,FALSE,residential,139.716,"LINESTRING (128.6143366 35.9602529, 128.6140941 35.9602874, 128.6138151 35.9609604, 128.6134169 35.9610898)",,,,,,,,,,
11949,743770998,FALSE,tertiary,118.562,,,,,,,,,,,
11950,743770998,FALSE,tertiary,123.334,,,,,,,,,,,
11951,750976593,FALSE,footway,106.65,"LINESTRING (128.6165183 35.9461689, 128.6166425 35.9452601, 128.6166486 35.9452156)",,,,,,,,,,
11952,750976593,FALSE,footway,12.641,,,,,,,,,,,
11953,743770990,FALSE,tertiary,165.276,"LINESTRING (128.616664 35.9451026, 128.6168314 35.9450975, 128.6184379 35.9448782, 128.6184759 35.9448862)",연경지묘로,,,,,,,,,
11954,743770990,FALSE,tertiary,134.237,"LINESTRING (128.616664 35.9451026, 128.6160842 35.9451202, 128.6152809 35.9447724)",연경지묘로,,,,,,,,,
11955,"[746215439, 753607615]",FALSE,residential,2540.885,"LINESTRING (128.5798021 35.9635925, 128.5795452 35.9633506, 128.5783871 35.962432, 128.5783777 35.9621372, 128.577808 35.9614795, 128.5774811 35.9613737, 128.5765564 35.9613018, 128.5759447 35.9611771, 128.5756925 35.9610259, 128.575403 35.9606139, 128.5749453 35.9604136, 128.5747305 35.960062, 128.574483 35.9596084, 128.574539 35.9592833, 128.574567 35.9591208, 128.574511 35.9586861, 128.5744596 35.9583534, 128.574992 35.9573971, 128.5752348 35.9573214, 128.5755571 35.9573593, 128.5759774 35.9573971, 128.576421 35.9572156, 128.5765471 35.9570153, 128.5767572 35.9554427, 128.5767012 35.955231, 128.5766685 35.9550155, 128.5769861 35.9544296, 128.5769721 35.9542141, 128.5768973 35.9540516, 128.5766125 35.9537756, 128.5762716 35.953579, 128.5756785 35.9535828, 128.5753749 35.9537075, 128.574936 35.9539646, 128.5747445 35.954165, 128.574581 35.9542821, 128.5744876 35.954354, 128.5716203 35.9544031, 128.5714988 35.9545014, 128.5714428 35.9547244, 128.5714988 35.9558963, 128.5713941 35.9560175, 128.568567 35.9559741, 128.5683149 35.9559285, 128.567985 35.9556832, 128.5676984 35.9553115)",,,,,,,,,,
11956,582513140,FALSE,residential,114.493,,구리로34길,,,,,,,,,
11957,822099704,FALSE,tertiary,172.967,,구리로,,,,,,,,,
11958,822099704,FALSE,tertiary,104.987,,구리로,,,,,,,,,
11959,582513140,FALSE,residential,312.826,"LINESTRING (128.5730437 35.9471795, 128.5731908 35.9466335, 128.5732186 35.946606, 128.5747837 35.9465836, 128.575021 35.9465836, 128.5755663 35.9466459, 128.5758097 35.9466834, 128.5759488 35.9466946)",구리로34길,,,,,,,,,
11960,822099704,FALSE,tertiary,214.613,"LINESTRING (128.5730437 35.9471795, 128.5735703 35.9473297, 128.5740347 35.9475336, 128.5751478 35.9480733)",구리로,,,,,,,,,
11961,822099704,FALSE,tertiary,204.133,"LINESTRING (128.5730437 35.9471795, 128.5718345 35.9470857, 128.5707891 35.946984)",구리로,,,,,,,,,
11962,37403223,FALSE,secondary,15.734,,학정로,,,,,,,,,
11963,74116669,TRUE,primary,916.689,"LINESTRING (128.5676984 35.9553115, 128.5658367 35.9579472, 128.5656112 35.9581896, 128.5654017 35.9583626, 128.5651569 35.9585381, 128.564837 35.9587071, 128.5645199 35.9588242, 128.5637556 35.9590888, 128.5635271 35.959184, 128.5632588 35.9593175, 128.5628681 35.9594932, 128.5625277 35.9596125, 128.5619607 35.9598092, 128.5615865 35.9599161, 128.5612778 35.9599829, 128.5606655 35.9600831, 128.5604796 35.9600877, 128.5601424 35.9600911)",호국로,,,,,,,,,
11964,"[753607615, 746215439]",FALSE,residential,2540.885,"LINESTRING (128.5676984 35.9553115, 128.567985 35.9556832, 128.5683149 35.9559285, 128.568567 35.9559741, 128.5713941 35.9560175, 128.5714988 35.9558963, 128.5714428 35.9547244, 128.5714988 35.9545014, 128.5716203 35.9544031, 128.5744876 35.954354, 128.574581 35.9542821, 128.5747445 35.954165, 128.574936 35.9539646, 128.5753749 35.9537075, 128.5756785 35.9535828, 128.5762716 35.953579, 128.5766125 35.9537756, 128.5768973 35.9540516, 128.5769721 35.9542141, 128.5769861 35.9544296, 128.5766685 35.9550155, 128.5767012 35.955231, 128.5767572 35.9554427, 128.5765471 35.9570153, 128.576421 35.9572156, 128.5759774 35.9573971, 128.5755571 35.9573593, 128.5752348 35.9573214, 128.574992 35.9573971, 128.5744596 35.9583534, 128.574511 35.9586861, 128.574567 35.9591208, 128.574539 35.9592833, 128.574483 35.9596084, 128.5747305 35.960062, 128.5749453 35.9604136, 128.575403 35.9606139, 128.5756925 35.9610259, 128.5759447 35.9611771, 128.5765564 35.9613018, 128.5774811 35.9613737, 128.577808 35.9614795, 128.5783777 35.9621372, 128.5783871 35.962432, 128.5795452 35.9633506, 128.5798021 35.9635925)",,,,,,,,,,
11965,886672304,FALSE,secondary,28.008,,,,,,,,,,,
11966,886672301,FALSE,secondary,47.369,"LINESTRING (128.5808396 35.9518815, 128.5806434 35.9518815, 128.5803866 35.9518928, 128.5803138 35.9518905)",,,,,,,,,,
11967,886672303,FALSE,residential,58.838,"LINESTRING (128.5808396 35.9518815, 128.5809423 35.95201, 128.5811488 35.9523469)",,,,,,,,,,
11968,886672303,FALSE,residential,138.439,"LINESTRING (128.5812038 35.9529324, 128.581017 35.9538624, 128.5810406 35.9541646)",,,,,,,,,,
11969,886672303,FALSE,residential,67.469,"LINESTRING (128.5812038 35.9529324, 128.5812225 35.9526829, 128.5812505 35.9525128, 128.5811488 35.9523469)",,,,,,,,,,
11970,963967008,FALSE,residential,46.903,"LINESTRING (128.5812038 35.9529324, 128.5813587 35.9529896, 128.5815196 35.9531242, 128.5816335 35.9531533)",,,,,,,,,,
11971,963967008,FALSE,residential,74.401,"LINESTRING (128.5812038 35.9529324, 128.58101 35.9529592, 128.5807793 35.9529548, 128.5804574 35.9531459)",,,,,,,,,,
11972,886672303,FALSE,residential,32.879,,,,,,,,,,,
11973,"[886672302, 886672327]",FALSE,residential,114.529,"LINESTRING (128.5810637 35.9544597, 128.5813347 35.9546629, 128.5822201 35.9545193)",,yes,,,,,,,,
11974,963967010,FALSE,residential,128.875,"LINESTRING (128.5810637 35.9544597, 128.580829 35.954849, 128.5806749 35.9553603, 128.580678 35.9555598)",,,,,,,,,,
11975,753607616,FALSE,tertiary,157.447,,,,,,,,,,,
11976,963951063,FALSE,tertiary,103.585,,,,,,,,,,,
11977,"[886672302, 886672327]",FALSE,residential,114.529,"LINESTRING (128.5822201 35.9545193, 128.5813347 35.9546629, 128.5810637 35.9544597)",,yes,,,,,,,,
11978,753607616,FALSE,tertiary,84.029,,,,,,,,,,,
11979,886672321,FALSE,tertiary,28.757,,,,,,,,,,,
11980,753607616,FALSE,tertiary,247.352,"LINESTRING (128.5831092 35.9596423, 128.5830485 35.9594003, 128.5830478 35.9586897, 128.5830302 35.9582934, 128.5829655 35.9579315, 128.5828388 35.9574373)",,,,,,,,,,
11981,"[886672328, 886672329]",FALSE,service,98.456,"LINESTRING (128.5831092 35.9596423, 128.5829585 35.9597637, 128.5825241 35.9599711, 128.5821946 35.9601193)",,yes,,,,,,,,
11982,753607616,FALSE,tertiary,146.149,"LINESTRING (128.5865743 35.9649379, 128.5868668 35.9655507, 128.5869946 35.9658186, 128.5868899 35.966179)",,,,,,,,,,
11983,753607616,FALSE,tertiary,479.694,"LINESTRING (128.5865743 35.9649379, 128.5865702 35.9646014, 128.5860419 35.9637624, 128.5854442 35.963082, 128.5850695 35.9626105, 128.5849725 35.9620085, 128.5848464 35.9618384, 128.5846772 35.9616907, 128.5844215 35.9616343, 128.5839603 35.9614442)",,,,,,,,,,
11984,"[963966994, 963966995]",FALSE,residential,48.057,"LINESTRING (128.5865743 35.9649379, 128.5863978 35.9650111, 128.5862636 35.9651305, 128.5861912 35.9652239)",,yes,,,,,,,,
11985,753607616,FALSE,tertiary,26.016,,,,,,,,,,,
11986,753607616,FALSE,tertiary,25.578,,,,,,,,,,,
11987,963966987,FALSE,residential,12.179,,,,,,,,,,,
11988,963966991,FALSE,residential,48.635,,,,,,,,,,,
11989,37401278,FALSE,residential,61.615,,호국로39길,,,,,,,,,
11990,37401278,FALSE,residential,104.144,,호국로39길,,,,,,,,,
11991,759507964,FALSE,service,58.491,,,,,,,,parking_aisle,,,
11992,759507964,FALSE,service,38.519,,,,,,,,parking_aisle,,,
11993,759507965,TRUE,service,6.057,"LINESTRING (128.5977669 35.9181626, 128.5977291 35.9181568, 128.5977031 35.9181468)",,,,,,,parking_aisle,,,
11994,759507972,FALSE,service,97.632,,,,,,,,parking_aisle,,,
11995,759507965,TRUE,service,25.175,"LINESTRING (128.5977031 35.9181468, 128.5976711 35.9181172, 128.5976576 35.918088, 128.597657 35.9180568, 128.5976693 35.9180273, 128.5976932 35.9180028, 128.5977258 35.9179862, 128.5977633 35.9179794)",,,,,,,parking_aisle,,,
11996,759507965,TRUE,service,32.548,"LINESTRING (128.5977633 35.9179794, 128.5977992 35.9179827, 128.5978321 35.917995, 128.5978584 35.918015, 128.5978757 35.9180407, 128.597882 35.9180695, 128.5978768 35.9180985, 128.5978606 35.9181246, 128.597835 35.9181453, 128.5978027 35.9181584, 128.5977669 35.9181626)",,,,,,,parking_aisle,,,
11997,759507968,FALSE,service,39.854,"LINESTRING (128.5977633 35.9179794, 128.5977699 35.9176805, 128.5977718 35.9176509, 128.5977804 35.9176219)",,,,,,,parking_aisle,,,
11998,759507966,FALSE,service,67.432,,,,,,,,parking_aisle,,,
11999,"[759507966, 759507967]",FALSE,service,98.429,"LINESTRING (128.5969897 35.9171607, 128.5969914 35.9170994, 128.5970169 35.9170594, 128.5970723 35.9170379, 128.5971281 35.917032, 128.5979721 35.9170306)",,,,,,yes,parking_aisle,,,
12000,759507966,FALSE,service,67.432,,,,,,,,parking_aisle,,,
12001,"[759507966, 759507967]",FALSE,service,98.429,"LINESTRING (128.5979721 35.9170306, 128.5971281 35.917032, 128.5970723 35.9170379, 128.5970169 35.9170594, 128.5969914 35.9170994, 128.5969897 35.9171607)",,,,,,yes,parking_aisle,,,
12002,759507968,FALSE,service,57.76,"LINESTRING (128.5979721 35.9170306, 128.5979594 35.9174393, 128.5979453 35.9174665, 128.597881 35.9175287)",,,,,,,parking_aisle,,,
12003,759507968,FALSE,service,13.765,,,,,,,,parking_aisle,,,
12004,759507968,FALSE,service,39.854,"LINESTRING (128.5977804 35.9176219, 128.5977718 35.9176509, 128.5977699 35.9176805, 128.5977633 35.9179794)",,,,,,,parking_aisle,,,
12005,"[759507969, 759507970]",FALSE,service,40.06,"LINESTRING (128.5977804 35.9176219, 128.5977317 35.9176006, 128.5976554 35.9175819, 128.597502 35.9175857, 128.5973457 35.917587)",,,,,,yes,parking_aisle,,,
12006,"[759507969, 759507970]",FALSE,service,40.06,"LINESTRING (128.5973457 35.917587, 128.597502 35.9175857, 128.5976554 35.9175819, 128.5977317 35.9176006, 128.5977804 35.9176219)",,,,,,yes,parking_aisle,,,
12007,759507971,FALSE,service,76.228,,,,,,,,parking_aisle,,,
12008,759507968,FALSE,service,13.765,,,,,,,,parking_aisle,,,
12009,759507971,FALSE,service,76.228,,,,,,,,parking_aisle,,,
12010,759507968,FALSE,service,57.76,"LINESTRING (128.597881 35.9175287, 128.5979453 35.9174665, 128.5979594 35.9174393, 128.5979721 35.9170306)",,,,,,,parking_aisle,,,
12011,55692533,FALSE,tertiary,16.524,,서변로,,,,,,,,,
12012,55692533,FALSE,tertiary,21.919,,서변로,,,,,,,,,
12013,759507972,FALSE,service,97.632,,,,,,,,parking_aisle,,,
12014,"[759507973, 759507974]",FALSE,service,105.011,"LINESTRING (128.5967149 35.9186446, 128.5967149 35.9185916, 128.5967392 35.9185504, 128.5967658 35.9185351, 128.5967924 35.9185199, 128.5968662 35.9185095, 128.5977704 35.918509)",,,,,,yes,parking_aisle,,,
12015,759507964,FALSE,service,38.519,,,,,,,,parking_aisle,,,
12016,759507964,FALSE,service,58.491,,,,,,,,parking_aisle,,,
12017,"[759507974, 759507975]",FALSE,service,97.704,"LINESTRING (128.5977704 35.918509, 128.5985968 35.9185064, 128.598667 35.918509, 128.5987209 35.9185366, 128.5987388 35.9185787, 128.598741 35.918635)",,,,,,yes,parking_aisle,,,
12018,"[759507973, 759507974]",FALSE,service,105.011,"LINESTRING (128.5977704 35.918509, 128.5968662 35.9185095, 128.5967924 35.9185199, 128.5967658 35.9185351, 128.5967392 35.9185504, 128.5967149 35.9185916, 128.5967149 35.9186446)",,,,,,yes,parking_aisle,,,
12019,"[759507974, 759507975]",FALSE,service,97.704,"LINESTRING (128.598741 35.918635, 128.5987388 35.9185787, 128.5987209 35.9185366, 128.598667 35.918509, 128.5985968 35.9185064, 128.5977704 35.918509)",,,,,,yes,parking_aisle,,,
12020,759507987,FALSE,service,37.894,,,,,,,,parking_aisle,,,
12021,55692529,TRUE,tertiary_link,37.53,"LINESTRING (128.5975153 35.9161151, 128.5974743 35.916168, 128.5972716 35.9163887)",,,,,,,,,,
12022,759507987,FALSE,service,37.894,,,,,,,,parking_aisle,,,
12023,537299623,FALSE,residential,50.049,,호국로43길,,,,,,,,,
12024,537299623,FALSE,residential,47.032,,호국로43길,,,,,,,,,
12025,759507990,FALSE,residential,120.87,,호국로39길,,,,,,,,,
12026,772920606,FALSE,residential,70.687,,호국로43길,,,,,,,,,
12027,759507989,FALSE,residential,42.018,,호국로 39길,,,,,,,,,
12028,759507989,FALSE,residential,51.248,,호국로 39길,,,,,,,,,
12029,759507990,FALSE,residential,41.933,,호국로39길,,,,,,,,,
12030,759507990,FALSE,residential,109.851,,호국로39길,,,,,,,,,
12031,759507990,FALSE,residential,40.698,,호국로39길,,,,,,,,,
12032,759507991,FALSE,residential,51.114,,서변로,,,,,,,,,
12033,759507991,FALSE,residential,73.383,,서변로,,,,,,,,,
12034,759507990,FALSE,residential,40.698,,호국로39길,,,,,,,,,
12035,759507990,FALSE,residential,41.933,,호국로39길,,,,,,,,,
12036,759507992,FALSE,residential,99.4,,서변로3길,,,,,,,,,
12037,759507989,FALSE,residential,35.273,,호국로 39길,,,,,,,,,
12038,759507989,FALSE,residential,44.017,,호국로 39길,,,,,,,,,
12039,759507993,FALSE,residential,110.539,,호국로39길,,,,,,,,,
12040,759507989,FALSE,residential,44.017,,호국로 39길,,,,,,,,,
12041,759507989,FALSE,residential,42.018,,호국로 39길,,,,,,,,,
12042,759507994,FALSE,residential,110.767,,호국로39길,,,,,,,,,
12043,55692533,FALSE,tertiary,83.936,,서변로,,,,,,,,,
12044,55692533,FALSE,tertiary,36.761,,서변로,,,,,,,,,
12045,759508003,FALSE,service,53.571,,,,,,,,parking_aisle,,,
12046,759508003,FALSE,service,58.461,,,,,,,,parking_aisle,,,
12047,759508005,FALSE,service,26.488,,,,,,,,parking_aisle,,,
12048,759508003,FALSE,service,15.21,"LINESTRING (128.5973681 35.9204207, 128.5972675 35.9203791, 128.5972141 35.9203656)",,,,,,,parking_aisle,,,
12049,759508003,FALSE,service,58.461,,,,,,,,parking_aisle,,,
12050,759508004,FALSE,service,24.936,,,,,,,,parking_aisle,,,
12051,759508004,FALSE,service,79.245,,,,,,,,parking_aisle,,,
12052,759508004,FALSE,service,79.245,,,,,,,,parking_aisle,,,
12053,759508004,FALSE,service,24.936,,,,,,,,parking_aisle,,,
12054,759508005,FALSE,service,26.488,,,,,,,,parking_aisle,,,
12055,759508006,FALSE,service,20.072,,,,,,,,parking_aisle,,,
12056,759508006,FALSE,service,19.632,,,,,,,,parking_aisle,,,
12057,759508012,FALSE,service,29.699,,,,,,,,parking_aisle,,,
12058,759508006,FALSE,service,11.22,,,,,,,,parking_aisle,,,
12059,759508006,FALSE,service,20.072,,,,,,,,parking_aisle,,,
12060,759508007,FALSE,service,57.12,,,,,,,,parking_aisle,,,
12061,759508006,FALSE,service,97.211,"LINESTRING (128.5980282 35.9195623, 128.5973504 35.9195675, 128.5973492 35.9198928)",,,,,,,parking_aisle,,,
12062,759508007,FALSE,service,57.12,,,,,,,,parking_aisle,,,
12063,759508006,FALSE,service,11.22,,,,,,,,parking_aisle,,,
12064,759508006,FALSE,service,97.211,"LINESTRING (128.5973492 35.9198928, 128.5973504 35.9195675, 128.5980282 35.9195623)",,,,,,,parking_aisle,,,
12065,"[759508008, 759508009]",FALSE,service,26.818,"LINESTRING (128.5973492 35.9198928, 128.597409 35.9198925, 128.597647 35.919891)",,,,,,yes,parking_aisle,,,
12066,"[759508008, 759508009]",FALSE,service,26.818,"LINESTRING (128.597647 35.919891, 128.597409 35.9198925, 128.5973492 35.9198928)",,,,,,yes,parking_aisle,,,
12067,"[759508010, 759508011]",FALSE,service,37.857,"LINESTRING (128.5976336 35.9203141, 128.5973945 35.9203155, 128.5972132 35.9203166)",,,,,,yes,parking_aisle,,,
12068,759508003,FALSE,service,53.571,,,,,,,,parking_aisle,,,
12069,759508006,FALSE,service,5.449,,,,,,,,parking_aisle,,,
12070,759508003,FALSE,service,15.21,"LINESTRING (128.5972141 35.9203656, 128.5972675 35.9203791, 128.5973681 35.9204207)",,,,,,,parking_aisle,,,
12071,759508006,FALSE,service,19.632,,,,,,,,parking_aisle,,,
12072,759508006,FALSE,service,5.449,,,,,,,,parking_aisle,,,
12073,"[759508010, 759508011]",FALSE,service,37.857,"LINESTRING (128.5972132 35.9203166, 128.5973945 35.9203155, 128.5976336 35.9203141)",,,,,,yes,parking_aisle,,,
12074,759508012,FALSE,service,29.699,,,,,,,,parking_aisle,,,
12075,37400948,FALSE,residential,125.41,,옥산로5길,,,,,,,,,
12076,760609960,TRUE,secondary,98.396,,,,,,,,,,,
12077,37403238,FALSE,residential,71.913,,팔달로37길,,,,,,,,,
12078,760609960,TRUE,secondary,120.102,"LINESTRING (128.5708404 35.8884637, 128.5698126 35.8886107, 128.5695286 35.8886562)",,,,,,,,,,
12079,35971774,FALSE,residential,61.99,,팔달로35길,,,,,,,,,
12080,760609960,TRUE,secondary,46.915,,,,,,,,,,,
12081,472922548,FALSE,residential,59.993,"LINESTRING (128.5654474 35.8892732, 128.5654982 35.8894653, 128.565596 35.8897991)",팔달로27길,,,,,,,,,
12082,760609960,TRUE,secondary,166.352,"LINESTRING (128.5654474 35.8892732, 128.5642975 35.8894295, 128.5636269 35.8895239)",,,,,,,,,,
12083,55482238,TRUE,primary,105.087,,팔달로,,,4;5;25,,,,,,
12084,472922538,TRUE,service,75.987,"LINESTRING (128.5619394 35.8897805, 128.5619635 35.8898406, 128.5619615 35.8898928, 128.5619516 35.8899108, 128.5619364 35.8899246, 128.5619188 35.8899426, 128.5618959 35.8899562, 128.5617065 35.8899931, 128.5613107 35.8900517)",,,,,,,,,,
12085,55482238,TRUE,primary,40.897,,팔달로,,,4;5;25,,,,,,
12086,136596320,FALSE,primary,55.938,,노원로,,,4;25,,,,,,
12087,37403047,FALSE,residential,95.636,,팔달로33길,,,58,,,,,,
12088,760609960,TRUE,secondary,277.603,"LINESTRING (128.56848 35.88883, 128.5657302 35.8892348, 128.5654474 35.8892732)",,,,,,,,,,
12089,760609960,TRUE,secondary,49.507,,,,,,,,,,,
12090,760609961,TRUE,residential,66.251,"LINESTRING (128.5690177 35.888738, 128.5689776 35.8887705, 128.568953 35.8888129, 128.5689461 35.8889044, 128.5689821 35.8893147)",,,,,,,,,,
12091,37403306,FALSE,residential,117.667,,팔달로41길,,,,,,,,,
12092,760609960,TRUE,secondary,63.012,,,,,,,,,,,
12093,37401974,FALSE,secondary,117.488,"LINESTRING (128.5759261 35.8876208, 128.5759432 35.887647, 128.5760497 35.8878695, 128.5762139 35.8886465)",오봉로,,,51,,,,,,
12094,760609960,TRUE,secondary,68.256,"LINESTRING (128.5759261 35.8876208, 128.5754571 35.8877346, 128.5751951 35.8877806)",,,,,,,,,,
12095,37402970,FALSE,primary,120.533,,침산남로,,,,,,,,,
12096,760609960,TRUE,secondary,12.277,,,,,,,,,,,
12097,651707744,FALSE,residential,98.545,"LINESTRING (128.5784853 35.8866054, 128.5785546 35.8868905, 128.5786539 35.8874807)",옥산로3길,,,,,,,,,
12098,760609960,TRUE,secondary,119.94,"LINESTRING (128.5784853 35.8866054, 128.5780451 35.8867985, 128.5772995 35.8870954)",,,,,,,,,,
12099,651707746,FALSE,residential,55.381,,옥산로7길,,,,,,,,,
12100,760609960,TRUE,secondary,58.41,,,,,,,,,,,
12101,651707754,FALSE,residential,64.682,,옥산로9길,,,,,,,,,
12102,760609960,TRUE,secondary,103.936,"LINESTRING (128.5810589 35.8855329, 128.5804699 35.8857826, 128.5800362 35.8859655)",,,,,,,,,,
12103,474929224,FALSE,residential,70.307,,,,,,,,,,,
12104,760608762,TRUE,secondary,26.632,,원대로,,,,,,,,,
12105,651697361,FALSE,residential,64.261,,,,,,,,,,,
12106,760608762,TRUE,secondary,119.7,,원대로,,,,,,,,,
12107,651697368,FALSE,residential,65.522,,,,,,,,,,,
12108,760608762,TRUE,secondary,111.306,,원대로,,,,,,,,,
12109,37399205,FALSE,tertiary,67.353,,고성로,,,,,,,,,
12110,760608762,TRUE,secondary,108.931,,원대로,,,,,,,,,
12111,37402964,FALSE,tertiary,12.818,,칠성남로,,,,,,,,,
12112,760608762,TRUE,secondary,149.398,,원대로,,,,,,,,,
12113,36113086,FALSE,residential,57.288,,동천로23길,,,,,,,,,
12114,55413701,FALSE,residential,11.285,,동천로23길,,,,,,,,,
12115,35971956,TRUE,secondary,109.587,"LINESTRING (128.5580351 35.9422239, 128.5581302 35.942699, 128.558243 35.9431949)",팔거천동로,,,,,,,,,
12116,780821115,TRUE,primary,326.104,,팔달로,,,4;5;25,,,,,,
12117,473673892,FALSE,residential,76.028,,팔달로13길,,,,,,,,,
12118,780821115,TRUE,primary,216.75,"LINESTRING (128.5572317 35.8904802, 128.5558967 35.8906822, 128.5553479 35.8907848, 128.554907 35.8909481)",팔달로,,,4;5;25,,,,,,
12119,780821115,TRUE,primary,97.565,"LINESTRING (128.554907 35.8909481, 128.5546161 35.8911002, 128.5544144 35.8912522, 128.5541187 35.8915391)",팔달로,,,4;5;25,,,,,,
12120,160308424,FALSE,residential,75.417,,팔달로7길,,,,,,,,,
12121,780821115,TRUE,primary,125.642,,팔달로,,,4;5;25,,,,,,
12122,473673889,FALSE,residential,188.958,"LINESTRING (128.5523434 35.8934572, 128.5523971 35.8934932, 128.5524516 35.8935684, 128.5526268 35.8939658, 128.5527439 35.8940631, 128.5528918 35.8941255, 128.5539054 35.8943901)",팔달로1길,,,,,,,,,
12123,780821115,TRUE,primary,17.88,"LINESTRING (128.5523434 35.8934572, 128.5522805 35.8935233, 128.5522246 35.893586)",팔달로,,,4;5;25,,,,,,
12124,160307717,FALSE,residential,89.988,"LINESTRING (128.5488591 35.8977738, 128.5490029 35.8978047, 128.5491746 35.8978047, 128.5493838 35.8978156, 128.5495625 35.8978726, 128.5496735 35.8979459, 128.5497566 35.8980307)",작원길,,,,,,,,,
12125,760612291,TRUE,primary,247.991,"LINESTRING (128.5488591 35.8977738, 128.5485654 35.8982057, 128.5482869 35.898692, 128.5481136 35.899053, 128.5478021 35.8998266)",칠곡중앙대로,,,4;5;25,,,,,,
12126,160307715,FALSE,residential,32.165,"LINESTRING (128.5478021 35.8998266, 128.5479073 35.8998613, 128.5481081 35.8999729)",작원길,,,,,,,,,
